# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-F" "GFF" "-t" "gene" "-g" "locus_tag" "-a" "reference/styphimurium.gff" "-o" "feature_counts/all_samples_counts.txt" "alignment_bam/acidic_sorted.bam" "alignment_bam/oxidative_sorted.bam" "alignment_bam/starvation_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignment_bam/acidic_sorted.bam	alignment_bam/oxidative_sorted.bam	alignment_bam/starvation_sorted.bam
STM3436	NC_003197.2	3593515	3593804	-	290	15304	9076	664
STM3437	NC_003197.2	3593810	3594644	-	835	31521	18993	499
STM3438	NC_003197.2	3594649	3594965	-	317	18060	7640	379
STM3439	NC_003197.2	3594948	3595565	-	618	37341	14039	640
STM3440	NC_003197.2	3595564	3596205	-	642	55789	18127	557
STM3441	NC_003197.2	3596226	3596553	-	328	53954	12043	442
STM3442	NC_003197.2	3596910	3597384	+	475	323	47	18
STM3443	NC_003197.2	3597381	3597873	-	493	13292	7196	12743
STM3444	NC_003197.2	3597930	3598136	-	207	9533	10320	8827
STM3445	NC_003197.2	3598309	3599500	-	1192	162742	101664	5688
STM3446	NC_003197.2	3599565	3601689	-	2125	162846	64187	4151
STM3447	NC_003197.2	3601776	3602259	-	484	242114	19840	1790
STM3448	NC_003197.2	3602342	3602729	-	388	74618	8420	643
STM3449	NC_003197.2	3602842	3603138	-	297	1505	620	185
STM3450	NC_003197.2	3603137	3603507	-	371	887	291	58
STM3451	NC_003197.2	3603493	3603890	-	398	1528	437	80
STM3452	NC_003197.2	3603879	3604618	-	740	9506	2006	651
STM3453	NC_003197.2	3604878	3605708	-	831	67177	11074	1563
STM3454	NC_003197.2	3605906	3606134	+	229	8928	1080	656
STM3455	NC_003197.2	3606322	3606923	-	602	47805	12602	2454
STM3456	NC_003197.2	3607007	3607212	-	206	224	305	272
STM3457	NC_003197.2	3607218	3609033	-	1816	2905	1163	1186
STM3458	NC_003197.2	3609023	3609585	-	563	441	52	498
STM3459	NC_003197.2	3609830	3611747	+	1918	8249	1573	672
STM3461	NC_003197.2	3612133	3612455	-	323	5637	3538	2506
STM3462	NC_003197.2	3612642	3613709	+	1068	2545	1131	689
STM3463	NC_003197.2	3613717	3613794	+	78	170	375	82
STM3464	NC_003197.2	3613965	3614845	+	881	2043	2778	693
STM3465	NC_003197.2	3614941	3615513	-	573	7342	1844	1194
STM3466	NC_003197.2	3615460	3616285	+	826	30764	8621	7409
STM3467	NC_003197.2	3616334	3618421	+	2088	10361	3902	685
STM3468	NC_003197.2	3618464	3619751	-	1288	637	564	87
STM3469	NC_003197.2	3619767	3620341	-	575	859	333	120
STM3470	NC_003197.2	3620362	3620972	-	611	196	94	772
STM3471	NC_003197.2	3620954	3621133	-	180	221	39	528
STM3472	NC_003197.2	3621230	3621875	-	646	12189	2451	321
STM3473	NC_003197.2	3622069	3623260	+	1192	7131	2228	148
STM3474	NC_003197.2	3623325	3626066	+	2742	1532	1123	341
STM3475	NC_003197.2	3626052	3626389	+	338	261	201	77
STM3476	NC_003197.2	3626649	3627464	+	816	88	60	19
STM3477	NC_003197.2	3627463	3628849	+	1387	2076	770	940
STM3478	NC_003197.2	3629155	3635036	+	5882	2404	524	569
STM3479	NC_003197.2	3635168	3635632	-	465	114	29	52
STM3480	NC_003197.2	3635928	3636110	+	183	378	303	29
STM3481	NC_003197.2	3636255	3637272	-	1018	17207	5879	2346
STM3482	NC_003197.2	3637252	3638020	-	769	2882	1353	529
STM3483	NC_003197.2	3638003	3638692	-	690	2198	1612	156
STM3484	NC_003197.2	3638698	3639534	-	837	9443	1403	280
STM3485	NC_003197.2	3639715	3641004	-	1290	23609	11901	1457
STM3486	NC_003197.2	3641090	3642195	-	1106	7439	4038	428
STM3487	NC_003197.2	3642235	3642756	-	522	17963	2775	402
STM3488	NC_003197.2	3643221	3644472	-	1252	482	146	172
STM3489	NC_003197.2	3644374	3644791	-	418	2	14	16
STM3490	NC_003197.2	3644765	3645252	-	488	18	24	0
STM3491	NC_003197.2	3645222	3645778	-	557	90	17	18
STM3492	NC_003197.2	3645761	3646556	-	796	293	120	27
STM3493	NC_003197.2	3646637	3649213	+	2577	12635	2642	1008
STM3494	NC_003197.2	3649309	3649920	-	612	4614	738	1366
STM3495	NC_003197.2	3650184	3652327	+	2144	15200	4847	4080
STM3496	NC_003197.2	3652380	3653060	+	681	3256	812	388
STM3497	NC_003197.2	3653060	3653472	+	413	654	565	34
STM3498	NC_003197.2	3653491	3654375	+	885	8631	6045	279
STM3499	NC_003197.2	3654485	3656206	-	1722	1254	436	663
STM3500	NC_003197.2	3656520	3658193	+	1674	11136	9267	6515
STM3501	NC_003197.2	3658268	3659637	-	1370	2560	1575	455
STM3502	NC_003197.2	3659617	3660468	-	852	5978	3416	1626
STM3503	NC_003197.2	3660546	3661035	+	490	2323	321	428
STM3504	NC_003197.2	3661120	3663464	+	2345	10269	4185	526
STM3505	NC_003197.2	3663893	3664128	+	236	893	863	223
STM3506	NC_003197.2	3664147	3666465	+	2319	5080	13907	2231
STM3507	NC_003197.2	3666464	3666714	+	251	1819	3199	621
STM3508	NC_003197.2	3666939	3667863	+	925	2347	1216	1024
STM3509	NC_003197.2	3667899	3668683	-	785	2103	886	409
STM3510	NC_003197.2	3668695	3669390	+	696	2420	757	247
STM3511	NC_003197.2	3669437	3670024	+	588	38932	11674	1647
STM3512	NC_003197.2	3670225	3671717	+	1493	2349	2917	190
STM3513	NC_003197.2	3671836	3673925	-	2090	705	647	917
STM3514	NC_003197.2	3673924	3676406	-	2483	661	678	1944
STM3515	NC_003197.2	3676747	3679616	+	2870	6660	9378	6872
STM3516	NC_003197.2	3679704	3679992	-	289	1890	487	945
STM3517	NC_003197.2	3679982	3680256	-	275	5326	3213	5941
STM3518	NC_003197.2	3680351	3681381	-	1031	251	376	471
STM3519	NC_003197.2	3681374	3682600	-	1227	635	409	512
STM3521	NC_003197.2	3683136	3684694	-	1559	128	582	60
STM3522	NC_003197.2	3684866	3686462	+	1597	3334	2583	391
STM3523	NC_003197.2	3686459	3687229	-	771	4060	2252	278
STM3524	NC_003197.2	3687311	3688141	-	831	2933	1205	252
STM3525	NC_003197.2	3688217	3688543	-	327	5386	2123	2770
STM3526	NC_003197.2	3688661	3690250	+	1590	80256	28974	67273
STM3527	NC_003197.2	3690297	3690852	-	556	1256	331	478
STM3528	NC_003197.2	3690852	3692416	-	1565	1054	357	407
STM3529	NC_003197.2	3692505	3693621	-	1117	361	145	66
STM3531	NC_003197.2	3695266	3696998	+	1733	282	130	48
STM3532	NC_003197.2	3697030	3697947	+	918	2083	496	765
STM3533	NC_003197.2	3697991	3698746	-	756	5163	2141	1198
STM3534	NC_003197.2	3698924	3701385	-	2462	1926	2302	2723
STM3535	NC_003197.2	3701391	3702835	-	1445	712	1164	1556
STM3536	NC_003197.2	3702824	3704278	-	1455	703	830	1874
STM3537	NC_003197.2	3704134	3706118	-	1985	319	556	1685
STM3538	NC_003197.2	3706107	3708307	-	2201	1082	1717	2402
STM3539	NC_003197.2	3708640	3709761	-	1122	3148	4278	472
STM3540	NC_003197.2	3709870	3710253	+	384	1063	42	3
STM3541	NC_003197.2	3710170	3711523	-	1354	917	431	117
STM3542	NC_003197.2	3711507	3712210	-	704	290	2218	155
STM3543	NC_003197.2	3712179	3713181	-	1003	2335	710	493
STM3544	NC_003197.2	3713304	3714014	-	711	498	527	190
STM3545	NC_003197.2	3714123	3715172	-	1050	1624	1241	543
STM3546	NC_003197.2	3715616	3716117	+	502	1054	349	338
STM3547	NC_003197.2	3716376	3717596	+	1221	154	317	23
STM3548	NC_003197.2	3717605	3718373	+	769	186	225	49
STM3549	NC_003197.2	3718421	3719398	+	978	159	20	180
STM3550	NC_003197.2	3719384	3720429	+	1046	227	191	112
STM3551	NC_003197.2	3720474	3722232	-	1759	432	331	419
STM3552	NC_003197.2	3722330	3722758	+	429	1285	5108	7540
STM3553	NC_003197.2	3722771	3723524	-	754	445	546	269
STM3554	NC_003197.2	3723508	3724588	-	1081	426	301	378
STM3555	NC_003197.2	3724580	3725439	-	860	316	81	214
STM3556	NC_003197.2	3725422	3726325	-	904	373	107	107
STM3557	NC_003197.2	3726373	3727699	-	1327	1411	651	7158
STM3558	NC_003197.2	3727948	3728322	-	375	382	179	132
STM3559	NC_003197.2	3728313	3728548	-	236	553	276	596
STM3560	NC_003197.2	3728666	3729389	-	724	271	156	362
STM3561	NC_003197.2	3729381	3730161	-	781	192	85	220
STM3562	NC_003197.2	3730145	3731439	-	1295	132	102	232
STM3563	NC_003197.2	3731419	3732356	-	938	289	95	163
STM3564	NC_003197.2	3732405	3733570	-	1166	682	212	841
STM3565	NC_003197.2	3733936	3734319	+	384	3398	554	571
STM3566	NC_003197.2	3734292	3734431	+	140	1775	214	120
STM3567	NC_003197.2	3734514	3735715	-	1202	2077	1337	3892
STM3568	NC_003197.2	3735939	3736803	-	865	25468	7972	3369
STM3569	NC_003197.2	3737039	3738109	-	1071	5158	3725	1642
STM3570	NC_003197.2	3738087	3738766	-	680	1432	1864	422
STM3571	NC_003197.2	3738758	3740250	-	1493	11973	3576	2781
STM3572	NC_003197.2	3740341	3740955	+	615	2003	458	361
STM3573	NC_003197.2	3740933	3741214	+	282	871	383	63
STM3574	NC_003197.2	3741236	3741619	-	384	1097	348	312
STM3575	NC_003197.2	3741738	3742375	+	638	1973	983	1350
STM3576	NC_003197.2	3742444	3744654	+	2211	2178	8898	894
STM3577	NC_003197.2	3744847	3746497	+	1651	4933	3517	5607
STM3578	NC_003197.2	3746521	3746773	-	253	2423	611	121
STM3579	NC_003197.2	3746925	3747601	+	677	2689	179	0
STM3580	NC_003197.2	3747661	3748231	+	571	14462	3519	812
STM3581	NC_003197.2	3748235	3749494	-	1260	871	799	223
STM3582	NC_003197.2	3749572	3750633	+	1062	544	93	599
STM3583	NC_003197.2	3750665	3751263	+	599	1932	341	465
STM3584	NC_003197.2	3751341	3751756	+	416	3954	1269	432
STM3585	NC_003197.2	3751846	3752981	-	1136	1347	559	809
STM3586	NC_003197.2	3752970	3755666	-	2697	997	785	1097
STM3587	NC_003197.2	3755708	3756786	-	1079	451	371	643
STM3588	NC_003197.2	3757081	3758289	-	1209	3237	742	739
STM3589	NC_003197.2	3758493	3760004	+	1512	14793	2615	1043
STM3590	NC_003197.2	3760144	3760487	-	344	4428	1711	15872
STM3591	NC_003197.2	3760693	3761301	+	609	56321	64944	54907
STM3592	NC_003197.2	3761619	3763095	+	1477	2003	1346	1043
STM3593	NC_003197.2	3763187	3763959	-	773	829	1871	226
STM3594	NC_003197.2	3763952	3766007	-	2056	2902	21967	1432
STM3595	NC_003197.2	3766176	3767454	-	1279	2696	1313	535
STM3596	NC_003197.2	3767641	3768500	+	860	4524	1458	452
STM3597	NC_003197.2	3768594	3769957	+	1364	6741	7230	933
STM3598	NC_003197.2	3770004	3771054	-	1051	2553	334	236
STM3599	NC_003197.2	3771106	3772433	-	1328	598	209	179
STM3600	NC_003197.2	3772479	3773335	-	857	277	126	171
STM3601	NC_003197.2	3773388	3774372	-	985	1173	1462	313
STM3602	NC_003197.2	3774541	3775265	-	725	1981	410	452
STM3603	NC_003197.2	3775568	3777235	+	1668	2350	1146	794
STM3604	NC_003197.2	3777248	3778842	-	1595	1953	1526	4379
STM3605	NC_003197.2	3779114	3779474	+	361	232	11	22
STM3606	NC_003197.2	3779480	3780098	-	619	476	87	7
STM3607	NC_003197.2	3780707	3781612	+	906	1031	502	160
STM3608	NC_003197.2	3781669	3782713	+	1045	1944	866	649
STM3609	NC_003197.2	3783053	3784386	+	1334	1387	523	1100
STM3610	NC_003197.2	3784426	3786499	-	2074	3728	1108	3433
STM3611	NC_003197.2	3786596	3787376	-	781	18418	3674	2906
STM3612	NC_003197.2	3787579	3788521	+	943	1711	1027	886
STM3613	NC_003197.2	3788575	3790073	-	1499	4650	2319	871
STM3614	NC_003197.2	3790282	3791579	-	1298	1960	530	1607
STM3615	NC_003197.2	3791726	3793699	-	1974	5845	2089	709
STM3616	NC_003197.2	3793906	3797460	-	3555	4031	3999	2606
STM3617	NC_003197.2	3797430	3798539	-	1110	846	677	651
STM3618	NC_003197.2	3798543	3800843	-	2301	2199	1701	1116
STM3619	NC_003197.2	3800854	3803491	-	2638	4010	1642	2103
STM3620	NC_003197.2	3803475	3804240	-	766	1190	339	1003
STM3621	NC_003197.2	3804228	3804445	-	218	1444	230	1326
STM3622	NC_003197.2	3804676	3806247	+	1572	3835	1328	4287
STM3623	NC_003197.2	3806230	3806435	+	206	18	31	8
STM3624	NC_003197.2	3806418	3808111	+	1694	2135	1439	1548
STM3624A	NC_003197.2	3808685	3808825	+	141	1481	82	61
STM3625	NC_003197.2	3808932	3810241	+	1310	4516	457	568
STM3626	NC_003197.2	3810342	3811367	-	1026	1385	379	526
STM3627	NC_003197.2	3811352	3812345	-	994	416	452	726
STM3628	NC_003197.2	3812346	3813259	-	914	282	322	654
STM3629	NC_003197.2	3813258	3814290	-	1033	590	610	1654
STM3630	NC_003197.2	3814434	3816223	-	1790	3767	7636	24489
STM3631	NC_003197.2	3816597	3817926	-	1330	827	347	161
STM3632	NC_003197.2	3817980	3819112	-	1133	1273	271	179
STM3633	NC_003197.2	3819246	3820261	+	1016	3546	316	238
STM3634	NC_003197.2	3820424	3820497	-	74	163	9	26
STM3635	NC_003197.2	3820588	3822293	-	1706	2995	1134	950
STM3636	NC_003197.2	3822497	3823031	-	535	779	303	307
STM3637	NC_003197.2	3823030	3824116	-	1087	4126	231	497
STM3638	NC_003197.2	3824127	3826668	-	2542	675	118	195
STM3639	NC_003197.2	3826678	3827389	-	712	46	22	8
STM3640	NC_003197.2	3827461	3827997	-	537	226	11	34
STM3641	NC_003197.2	3828503	3829221	-	719	562	169	449
STM3642	NC_003197.2	3829354	3829945	+	592	1518	718	598
STM3643	NC_003197.2	3829910	3830363	+	454	180	184	137
STM3644	NC_003197.2	3830332	3832677	-	2346	3670	3057	643
STM3645	NC_003197.2	3832807	3833480	+	674	2347	1758	286
STM3646	NC_003197.2	3833687	3834673	+	987	1863	3359	1016
STM3647	NC_003197.2	3834723	3835447	-	725	31004	8377	807
STM3648	NC_003197.2	3835860	3836162	+	303	905	1290	13537
STM3649	NC_003197.2	3836438	3836663	+	226	101102	5362	1363
STM3650	NC_003197.2	3836830	3837376	+	547	830	876	90
STM3651	NC_003197.2	3837748	3838240	-	493	3973	567	536
STM3652	NC_003197.2	3838221	3838508	-	288	1762	796	1180
STM3653	NC_003197.2	3838686	3839161	-	476	1324	234	233
STM3655	NC_003197.2	3839782	3841860	-	2079	5173	6268	392
STM3656	NC_003197.2	3841861	3842783	-	923	2484	1013	74
STM3657	NC_003197.2	3842911	3843217	-	307	1350	475	1582
STM3658	NC_003197.2	3843370	3844374	+	1005	1450	237	333
STM3659	NC_003197.2	3844397	3844762	-	366	96	11	74
STM3660	NC_003197.2	3844925	3846393	-	1469	847	241	440
STM3661	NC_003197.2	3846479	3847813	-	1335	1049	315	515
STM3662	NC_003197.2	3848150	3849342	+	1193	1158	382	943
STM3663	NC_003197.2	3849403	3850238	-	836	27454	1558	1049
STM3664	NC_003197.2	3850510	3852570	+	2061	533	261	173
STM3665	NC_003197.2	3852744	3853994	+	1251	4695	823	93
STM3666	NC_003197.2	3854031	3854517	-	487	1082	750	284
STM3667	NC_003197.2	3854621	3855438	-	818	2596	1189	316
STM3668	NC_003197.2	3855638	3856649	+	1012	172	32	24
STM3669	NC_003197.2	3856648	3857125	+	478	83	28	14
STM3670	NC_003197.2	3857142	3858081	+	940	661	54	22
STM3671	NC_003197.2	3858209	3858693	+	485	47	0	0
STM3672	NC_003197.2	3858683	3859973	+	1291	224	14	22
STM3673	NC_003197.2	3859973	3860971	+	999	60	6	12
STM3674	NC_003197.2	3860960	3862471	+	1512	99	40	14
STM3675	NC_003197.2	3862454	3863130	+	677	22	22	12
STM3676	NC_003197.2	3863114	3863983	+	870	41	14	6
STM3677	NC_003197.2	3863960	3864672	+	713	270	29	64
STM3678	NC_003197.2	3864833	3865652	-	820	425	152	473
STM3679	NC_003197.2	3865905	3867867	+	1963	583	229	266
STM3680	NC_003197.2	3867985	3869535	-	1551	889	237	766
STM3681	NC_003197.2	3869686	3870573	+	888	599	215	564
STM3682	NC_003197.2	3870858	3872725	-	1868	2452	2286	494
STM3683	NC_003197.2	3872705	3874107	-	1403	2573	1924	1479
STM3684	NC_003197.2	3874195	3874814	-	620	1967	1520	2062
STM3685	NC_003197.2	3875190	3877195	+	2006	2699	5587	2963
STM3686	NC_003197.2	3877404	3878564	+	1161	5092	1869	705
STM3687	NC_003197.2	3878561	3879151	+	591	1822	860	3238
STM3688	NC_003197.2	3879161	3879377	-	217	497	2059	6465
STM3689	NC_003197.2	3879648	3880023	+	376	18843	2659	1761
STM3690	NC_003197.2	3880507	3881196	+	690	94	6	0
STM3691	NC_003197.2	3881233	3885625	+	4393	5460	2165	3204
STM3692	NC_003197.2	3885911	3887579	+	1669	540	78	412
STM3693	NC_003197.2	3887564	3888352	+	789	418	35	247
STM3694	NC_003197.2	3888334	3889539	+	1206	148	121	650
STM3695	NC_003197.2	3889592	3890076	+	485	521	269	14
STM3696	NC_003197.2	3890144	3891155	-	1012	4047	808	547
STM3697	NC_003197.2	3891459	3892663	+	1205	500	123	127
STM3698	NC_003197.2	3892729	3894047	+	1319	1616	493	284
STM3699	NC_003197.2	3894130	3894963	-	834	3461	1669	803
STM3700	NC_003197.2	3895029	3896059	-	1031	9224	3257	1371
STM3701	NC_003197.2	3896048	3896528	-	481	21960	11374	3936
STM3702	NC_003197.2	3896559	3896823	-	265	12407	4581	574
STM3703	NC_003197.2	3896897	3897328	-	432	28133	4509	1614
STM3704	NC_003197.2	3897564	3899120	+	1557	4157	2129	442
STM3705	NC_003197.2	3899112	3900413	+	1302	11656	2151	660
STM3706	NC_003197.2	3900398	3901379	+	982	2689	855	248
STM3707	NC_003197.2	3901366	3902412	-	1047	1138	76	16
STM3708	NC_003197.2	3902894	3903930	-	1037	5547	11799	4163
STM3709	NC_003197.2	3903929	3905189	-	1261	4974	4647	2589
STM3710	NC_003197.2	3905316	3906260	+	945	12020	5895	3216
STM3711	NC_003197.2	3906263	3907309	+	1047	1992	1155	325
STM3712	NC_003197.2	3907298	3908262	+	965	2595	1026	207
STM3713	NC_003197.2	3908295	3909516	+	1222	19013	4489	170
STM3714	NC_003197.2	3909573	3910724	-	1152	9899	2266	351
STM3715	NC_003197.2	3910819	3911628	-	810	6977	1713	100
STM3716	NC_003197.2	3911778	3912476	-	699	7544	1422	127
STM3717	NC_003197.2	3912499	3913520	-	1022	6638	1695	251
STM3718	NC_003197.2	3913527	3914540	-	1014	9782	2546	499
STM3719	NC_003197.2	3914546	3915636	-	1091	7719	1799	326
STM3720	NC_003197.2	3915695	3915928	-	234	577	213	14
STM3721	NC_003197.2	3915960	3916769	-	810	4515	1796	154
STM3722	NC_003197.2	3916750	3917888	-	1139	6969	2118	623
STM3723	NC_003197.2	3917871	3918924	-	1054	14172	1712	850
STM3724	NC_003197.2	3919350	3920627	+	1278	30164	3515	714
STM3725	NC_003197.2	3920626	3921115	+	490	4221	1280	275
STM3726	NC_003197.2	3921143	3921963	-	821	1690	1606	10
STM3727	NC_003197.2	3922050	3922230	-	181	59736	3343	408
STM3728	NC_003197.2	3922238	3922487	-	250	110585	12546	891
STM3729	NC_003197.2	3922692	3923371	-	680	1200	266	418
STM3730	NC_003197.2	3923520	3924753	+	1234	3333	1584	300
STM3731	NC_003197.2	3924734	3925189	+	456	5241	878	135
STM3732	NC_003197.2	3925280	3925893	+	614	3329	857	89
STM3733	NC_003197.2	3925971	3926625	-	655	2666	2289	22
STM3734	NC_003197.2	3926691	3927421	-	731	10547	748	55
STM3735	NC_003197.2	3927521	3928396	+	876	20598	5410	4604
STM3736	NC_003197.2	3928446	3929351	-	906	951	260	354
STM3737	NC_003197.2	3929414	3930303	+	890	764	412	170
STM3738	NC_003197.2	3930542	3931171	+	630	1805	151	90
STM3739	NC_003197.2	3931168	3932865	-	1698	484	266	145
STM3740	NC_003197.2	3933094	3933733	+	640	8159	1697	1441
STM3741	NC_003197.2	3933772	3934063	+	292	17566	4207	912
STM3742	NC_003197.2	3934071	3936193	+	2123	22805	7728	1090
STM3743	NC_003197.2	3936198	3936887	+	690	5001	1071	290
STM3744	NC_003197.2	3936873	3938974	+	2102	4627	2180	319
STM3745	NC_003197.2	3938977	3939834	-	858	926	1292	236
STM3746	NC_003197.2	3939831	3941048	-	1218	1842	2226	354
STM3747	NC_003197.2	3941248	3942655	+	1408	2802	477	172
STM3748	NC_003197.2	3942766	3944485	+	1720	3887	4749	1944
STM3749	NC_003197.2	3944588	3946918	-	2331	1047	500	191
STM3750	NC_003197.2	3946918	3948311	-	1394	506	47	24
STM3751	NC_003197.2	3948588	3948678	+	91	220	62	101
STM3752	NC_003197.2	3948999	3949347	-	349	535	46	100
STM3753	NC_003197.2	3950014	3951211	+	1198	7222	5568	2488
STM3754	NC_003197.2	3951208	3951558	+	351	354	458	546
STM3755	NC_003197.2	3951739	3952782	+	1044	2743	926	525
STM3756	NC_003197.2	3954066	3954698	+	633	78	5	38
STM3757	NC_003197.2	3954765	3957640	+	2876	1605	486	480
STM3758	NC_003197.2	3957735	3958208	-	474	503	100	161
STM3759	NC_003197.2	3958210	3959080	-	871	749	73	173
STM3760	NC_003197.2	3959120	3959233	-	114	32	7	0
STM3761	NC_003197.2	3959839	3960531	+	693	920	205	52
STM3762	NC_003197.2	3960760	3961244	-	485	2884	1434	1924
STM3763	NC_003197.2	3961554	3964284	-	2731	1843	635	297
STM3764	NC_003197.2	3964500	3965203	-	704	672	31	8
STM3765	NC_003197.2	3965695	3966606	+	912	1699	584	514
STM3766	NC_003197.2	3966649	3967597	-	949	1071	767	611
STM3767	NC_003197.2	3967826	3968575	-	750	201	186	46
STM3768	NC_003197.2	3968556	3969668	-	1113	119	81	91
STM3769	NC_003197.2	3969669	3970536	-	868	73	93	28
STM3770	NC_003197.2	3970526	3971281	-	756	105	38	180
STM3771	NC_003197.2	3971421	3971913	-	493	211	31	14
STM3772	NC_003197.2	3971917	3972350	-	434	38	0	83
STM3773	NC_003197.2	3972561	3975364	-	2804	4483	2262	1949
STM3774	NC_003197.2	3975550	3975849	+	300	290	215	1351
STM3775	NC_003197.2	3975948	3977337	+	1390	840	395	813
STM3776	NC_003197.2	3977397	3978602	-	1206	1325	305	100
STM3777	NC_003197.2	3978799	3979165	+	367	1738	250	1057
STM3778	NC_003197.2	3979142	3979472	+	331	1000	633	1565
STM3779	NC_003197.2	3979563	3979839	-	277	253	78	55
STM3780	NC_003197.2	3979842	3980709	-	868	90	55	52
STM3781	NC_003197.2	3980765	3982256	-	1492	1620	233	331
STM3782	NC_003197.2	3982242	3983606	-	1365	932	424	414
STM3783	NC_003197.2	3983676	3983970	-	295	83	201	478
STM3784	NC_003197.2	3983960	3984440	-	481	288	490	736
STM3785	NC_003197.2	3984451	3985278	-	828	1031	4623	3276
STM3786	NC_003197.2	3985547	3986011	-	465	3475	617	373
STM3787	NC_003197.2	3986192	3987660	-	1469	461	100	26
STM3788	NC_003197.2	3987726	3989065	-	1340	541	78	27
STM3789	NC_003197.2	3989064	3990576	-	1513	2433	291	22
STM3790	NC_003197.2	3990566	3991169	-	604	3120	174	0
STM3791	NC_003197.2	3991231	3992252	-	1022	1823	365	240
STM3792	NC_003197.2	3992256	3993583	-	1328	571	122	140
STM3793	NC_003197.2	3993603	3994529	-	927	382	423	340
STM3794	NC_003197.2	3994842	3995633	+	792	2562	778	504
STM3795	NC_003197.2	3995635	3995940	-	306	273	169	258
STM3796	NC_003197.2	3995929	3997629	-	1701	484	364	321
STM3797	NC_003197.2	3997724	3997924	-	201	829	103	1075
STM3797A	NC_003197.2	3998345	3998459	+	115	3298	777	687
STM3796B	NC_003197.2	3998456	3998545	+	90	63	20	6
STM3796A	NC_003197.2	3998638	3999498	+	861	892	140	25
STM3798	NC_003197.2	3999701	4000885	+	1185	5973	739	222
STM3799	NC_003197.2	4000812	4001897	-	1086	1680	967	569
STM3800	NC_003197.2	4001961	4002893	-	933	1148	518	217
STM3801	NC_003197.2	4003007	4004447	+	1441	499	746	74
STM3802	NC_003197.2	4004322	4005787	+	1466	777	1458	188
STM3803	NC_003197.2	4005869	4006399	-	531	670	697	410
STM3804	NC_003197.2	4006396	4006768	-	373	803	215	130
STM3805	NC_003197.2	4006748	4007106	-	359	1778	475	456
STM3807	NC_003197.2	4007539	4009213	-	1675	1284	1213	1081
STM3808	NC_003197.2	4009390	4009832	-	443	5390	25966	65
STM3809	NC_003197.2	4009928	4010356	-	429	18569	115888	1448
STM3810	NC_003197.2	4010637	4010983	+	347	2078	925	3574
STM3811	NC_003197.2	4010985	4012222	-	1238	1048	635	161
STM3812	NC_003197.2	4012333	4013387	-	1055	501	210	98
STM3813	NC_003197.2	4013373	4013941	-	569	0	2	3
STM3814	NC_003197.2	4013927	4015872	-	1946	0	0	0
STM3815	NC_003197.2	4015855	4016345	-	491	0	0	0
STM3816	NC_003197.2	4016331	4016555	-	225	0	0	0
STM3817	NC_003197.2	4016540	4017297	-	758	1	0	0
STM3818	NC_003197.2	4017329	4018004	-	676	3	8	0
STM3819	NC_003197.2	4017985	4018602	-	618	5	3	7
STM3820	NC_003197.2	4018608	4020020	-	1413	124	27	16
STM3821	NC_003197.2	4020198	4020843	-	646	203	22	22
STM3822	NC_003197.2	4020823	4023388	-	2566	522	279	142
STM3823	NC_003197.2	4023365	4024615	-	1251	235	43	39
STM3824	NC_003197.2	4024679	4025371	+	693	1482	1456	1621
STM3825	NC_003197.2	4025344	4026398	-	1055	549	153	148
STM3826	NC_003197.2	4026453	4029199	+	2747	2038	581	176
STM3827	NC_003197.2	4029225	4030568	-	1344	496	115	130
STM3828	NC_003197.2	4030647	4031806	-	1160	298	220	103
STM3829	NC_003197.2	4032393	4033282	-	890	949	515	153
STM3830	NC_003197.2	4033268	4033968	-	701	677	849	216
STM3831	NC_003197.2	4034218	4035074	-	857	3397	3447	635
STM3832	NC_003197.2	4035362	4036631	+	1270	215	28	124
STM3833	NC_003197.2	4036637	4037838	+	1202	246	118	147
STM3834	NC_003197.2	4037946	4038849	+	904	1143	339	852
STM3835	NC_003197.2	4038868	4041293	-	2426	21079	10078	1636
STM3836	NC_003197.2	4041311	4042404	-	1094	3326	982	135
STM3837	NC_003197.2	4042532	4043632	-	1101	4235	2285	289
STM3838	NC_003197.2	4043637	4045114	-	1478	16016	3102	602
STM3839	NC_003197.2	4045639	4045838	+	200	318795	26045	2335
STM3840	NC_003197.2	4045855	4046214	+	360	21341	797	31
STM3841	NC_003197.2	4046173	4046435	+	263	438	78	1
STM3842	NC_003197.2	4046425	4048084	+	1660	21020	6579	437
STM3843	NC_003197.2	4048226	4049590	+	1365	1655	812	391
STM3845	NC_003197.2	4051391	4052353	+	963	16250	1217	204
STM3846	NC_003197.2	4052416	4053288	+	873	7427	2903	281
STM3847	NC_003197.2	4054081	4055277	+	1197	2677	534	783
STM3848	NC_003197.2	4055229	4056205	+	977	1602	898	1144
STM3849	NC_003197.2	4056351	4057118	+	768	1377	337	238
STM3850	NC_003197.2	4057118	4057702	+	585	2663	2877	873
STM3851	NC_003197.2	4057747	4059210	-	1464	3528	673	415
STM3852	NC_003197.2	4059242	4059918	+	677	6436	1092	1335
STM3853	NC_003197.2	4060013	4060750	-	738	1857	5025	159
STM3854	NC_003197.2	4060753	4061541	-	789	1596	5817	247
STM3855	NC_003197.2	4061613	4062517	-	905	437	2308	155
STM3856	NC_003197.2	4062503	4063478	-	976	1156	1679	160
STM3857	NC_003197.2	4063598	4064760	-	1163	2550	13236	224
